Sample alias,EPI_ISL_ID,EPI_SET_ID,Lineage group,Sample collection date
hCoV-19/Denmark/DCGC-110868/2021,EPI_ISL_2665476,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110870/2021,EPI_ISL_2665477,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110872/2021,EPI_ISL_2665479,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-110883/2021,EPI_ISL_2665486,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110887/2021,EPI_ISL_2665490,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110891/2021,EPI_ISL_2665491,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-110896/2021,EPI_ISL_2665495,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-110898/2021,EPI_ISL_2665497,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110899/2021,EPI_ISL_2665498,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110902/2021,EPI_ISL_2665501,EPI_SET_230103mu,Alpha,2021-05-24
hCoV-19/Denmark/DCGC-110903/2021,EPI_ISL_3074223,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110907/2021,EPI_ISL_2665504,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110911/2021,EPI_ISL_3074225,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110912/2021,EPI_ISL_2665508,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-110939/2021,EPI_ISL_3074229,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110945/2021,EPI_ISL_3074230,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110948/2021,EPI_ISL_2665532,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-110949/2021,EPI_ISL_2665533,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-110952/2021,EPI_ISL_2665536,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110962/2021,EPI_ISL_2665543,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110964/2021,EPI_ISL_2665545,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110965/2021,EPI_ISL_2665546,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110966/2021,EPI_ISL_3074231,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-110971/2021,EPI_ISL_3074232,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110984/2021,EPI_ISL_3074234,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110987/2021,EPI_ISL_2665561,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110988/2021,EPI_ISL_2665562,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-110993/2021,EPI_ISL_3074235,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110995/2021,EPI_ISL_3074236,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-110997/2021,EPI_ISL_2665568,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111002/2021,EPI_ISL_3074237,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111007/2021,EPI_ISL_3074239,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111018/2021,EPI_ISL_2665583,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111021/2021,EPI_ISL_2665585,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111025/2021,EPI_ISL_2665587,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111029/2021,EPI_ISL_3074241,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111030/2021,EPI_ISL_3074242,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111037/2021,EPI_ISL_2665595,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111049/2021,EPI_ISL_3074246,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111050/2021,EPI_ISL_2665604,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111051/2021,EPI_ISL_2665605,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111056/2021,EPI_ISL_3074248,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111057/2021,EPI_ISL_2665608,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111062/2021,EPI_ISL_3074250,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111073/2021,EPI_ISL_2665617,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111076/2021,EPI_ISL_2665620,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111079/2021,EPI_ISL_2665622,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111084/2021,EPI_ISL_2665626,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111088/2021,EPI_ISL_2665630,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111089/2021,EPI_ISL_3074252,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111108/2021,EPI_ISL_2665645,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111113/2021,EPI_ISL_3074253,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111128/2021,EPI_ISL_2665661,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111152/2021,EPI_ISL_2665678,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111158/2021,EPI_ISL_2665681,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111161/2021,EPI_ISL_2665683,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111175/2021,EPI_ISL_2665695,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111176/2021,EPI_ISL_3074260,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111179/2021,EPI_ISL_3074261,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111180/2021,EPI_ISL_2665698,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111182/2021,EPI_ISL_3074262,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111183/2021,EPI_ISL_3074263,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111194/2021,EPI_ISL_2665705,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111206/2021,EPI_ISL_2665714,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111218/2021,EPI_ISL_2665726,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111225/2021,EPI_ISL_2665732,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111242/2021,EPI_ISL_2665742,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111246/2021,EPI_ISL_2665745,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111248/2021,EPI_ISL_2665747,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111252/2021,EPI_ISL_2665751,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111259/2021,EPI_ISL_3074267,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111263/2021,EPI_ISL_2665759,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111266/2021,EPI_ISL_2665761,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111267/2021,EPI_ISL_2665762,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111268/2021,EPI_ISL_2665763,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111271/2021,EPI_ISL_2665766,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111282/2021,EPI_ISL_3074270,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111284/2021,EPI_ISL_2665774,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111301/2021,EPI_ISL_2665785,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111303/2021,EPI_ISL_2665787,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111304/2021,EPI_ISL_2665788,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111312/2021,EPI_ISL_2665795,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111314/2021,EPI_ISL_3074275,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111315/2021,EPI_ISL_2665796,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111318/2021,EPI_ISL_2665798,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111330/2021,EPI_ISL_2665806,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111332/2021,EPI_ISL_2665807,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111334/2021,EPI_ISL_2665808,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111337/2021,EPI_ISL_3074278,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111343/2021,EPI_ISL_2665814,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111346/2021,EPI_ISL_2665817,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111348/2021,EPI_ISL_2665818,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111349/2021,EPI_ISL_2665819,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111354/2021,EPI_ISL_2665824,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111357/2021,EPI_ISL_2665826,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111360/2021,EPI_ISL_2665828,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111362/2021,EPI_ISL_2665830,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111368/2021,EPI_ISL_2665835,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111370/2021,EPI_ISL_3074281,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111381/2021,EPI_ISL_2665843,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111406/2021,EPI_ISL_2665863,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111429/2021,EPI_ISL_2665883,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111432/2021,EPI_ISL_2665885,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111434/2021,EPI_ISL_2665887,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111438/2021,EPI_ISL_3074289,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111446/2021,EPI_ISL_2665893,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111454/2021,EPI_ISL_2665899,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111458/2021,EPI_ISL_2665903,EPI_SET_230103mu,Alpha,2021-05-24
hCoV-19/Denmark/DCGC-111459/2021,EPI_ISL_2665904,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111475/2021,EPI_ISL_2665918,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111476/2021,EPI_ISL_3074292,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111479/2021,EPI_ISL_2665921,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111483/2021,EPI_ISL_2665925,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111484/2021,EPI_ISL_2665926,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111485/2021,EPI_ISL_2665927,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111486/2021,EPI_ISL_2665928,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111489/2021,EPI_ISL_3074294,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111491/2021,EPI_ISL_2665931,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111501/2021,EPI_ISL_2665940,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111510/2021,EPI_ISL_2665949,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111511/2021,EPI_ISL_2665950,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111519/2021,EPI_ISL_2665958,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111521/2021,EPI_ISL_2665960,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111525/2021,EPI_ISL_2665964,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111530/2021,EPI_ISL_3074295,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111531/2021,EPI_ISL_2665969,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111532/2021,EPI_ISL_2665970,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111534/2021,EPI_ISL_2665972,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111536/2021,EPI_ISL_2665974,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111540/2021,EPI_ISL_3074296,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111543/2021,EPI_ISL_2665979,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111558/2021,EPI_ISL_2665989,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111562/2021,EPI_ISL_3074300,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111573/2021,EPI_ISL_2665999,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111583/2021,EPI_ISL_2666009,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111589/2021,EPI_ISL_2666015,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111591/2021,EPI_ISL_2666017,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111595/2021,EPI_ISL_3074304,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111596/2021,EPI_ISL_3074305,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111598/2021,EPI_ISL_2666021,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111602/2021,EPI_ISL_2666024,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111603/2021,EPI_ISL_2666025,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111606/2021,EPI_ISL_2666028,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111612/2021,EPI_ISL_2666032,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111617/2021,EPI_ISL_2666037,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111627/2021,EPI_ISL_2666046,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111629/2021,EPI_ISL_2666047,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111637/2021,EPI_ISL_3074308,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111643/2021,EPI_ISL_2666057,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111644/2021,EPI_ISL_3074309,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111664/2021,EPI_ISL_2666075,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111671/2021,EPI_ISL_2666082,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111681/2021,EPI_ISL_2666091,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111686/2021,EPI_ISL_2666095,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111692/2021,EPI_ISL_2666098,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111707/2021,EPI_ISL_3074313,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111712/2021,EPI_ISL_3074314,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111715/2021,EPI_ISL_2666112,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111722/2021,EPI_ISL_2666118,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111726/2021,EPI_ISL_2666119,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111731/2021,EPI_ISL_2666124,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111734/2021,EPI_ISL_2666126,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111742/2021,EPI_ISL_3074316,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111747/2021,EPI_ISL_2666138,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111749/2021,EPI_ISL_2666140,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111750/2021,EPI_ISL_2666141,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111752/2021,EPI_ISL_2666143,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111761/2021,EPI_ISL_2666149,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111763/2021,EPI_ISL_2666151,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111773/2021,EPI_ISL_2666160,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111787/2021,EPI_ISL_3074319,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111790/2021,EPI_ISL_2666173,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111792/2021,EPI_ISL_2666175,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111799/2021,EPI_ISL_2666180,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111809/2021,EPI_ISL_2666186,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111817/2021,EPI_ISL_2666189,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111819/2021,EPI_ISL_3074325,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111821/2021,EPI_ISL_2666192,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111823/2021,EPI_ISL_2666194,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111835/2021,EPI_ISL_2666203,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111843/2021,EPI_ISL_2666208,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111858/2021,EPI_ISL_2666221,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111860/2021,EPI_ISL_2666223,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111866/2021,EPI_ISL_2666229,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111871/2021,EPI_ISL_2666233,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111873/2021,EPI_ISL_3074329,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111878/2021,EPI_ISL_2666238,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111886/2021,EPI_ISL_3074330,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111900/2021,EPI_ISL_2666253,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111902/2021,EPI_ISL_2666255,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111917/2021,EPI_ISL_2666265,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111918/2021,EPI_ISL_2666266,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111924/2021,EPI_ISL_3074335,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111927/2021,EPI_ISL_3074336,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111929/2021,EPI_ISL_2666273,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111933/2021,EPI_ISL_2666276,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-111938/2021,EPI_ISL_2666278,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111939/2021,EPI_ISL_2666279,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111946/2021,EPI_ISL_3074340,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111964/2021,EPI_ISL_2666300,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111967/2021,EPI_ISL_3074342,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111973/2021,EPI_ISL_3074345,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111992/2021,EPI_ISL_2666317,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111993/2021,EPI_ISL_2666318,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-111995/2021,EPI_ISL_3074346,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-111999/2021,EPI_ISL_2666321,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112000/2021,EPI_ISL_3074348,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-112003/2021,EPI_ISL_2666324,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112006/2021,EPI_ISL_2666326,EPI_SET_230103mu,Alpha,2021-05-24
hCoV-19/Denmark/DCGC-112007/2021,EPI_ISL_2666327,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-112014/2021,EPI_ISL_2666332,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112020/2021,EPI_ISL_2666335,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112024/2021,EPI_ISL_3074352,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112026/2021,EPI_ISL_2666338,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112027/2021,EPI_ISL_2666339,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112029/2021,EPI_ISL_2666341,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112033/2021,EPI_ISL_3074354,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112044/2021,EPI_ISL_2666352,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112047/2021,EPI_ISL_2666354,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112052/2021,EPI_ISL_2666357,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-112060/2021,EPI_ISL_2666360,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112063/2021,EPI_ISL_3074360,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112065/2021,EPI_ISL_2666362,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112069/2021,EPI_ISL_2666366,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-112070/2021,EPI_ISL_2666367,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112075/2021,EPI_ISL_2666372,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112079/2021,EPI_ISL_2666376,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112091/2021,EPI_ISL_2666382,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112092/2021,EPI_ISL_2666383,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-112095/2021,EPI_ISL_2666384,EPI_SET_230103zt,Delta,2021-06-14
hCoV-19/Denmark/DCGC-112097/2021,EPI_ISL_2666385,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-112117/2021,EPI_ISL_2666402,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-112119/2021,EPI_ISL_3074363,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-112137/2021,EPI_ISL_3074368,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112145/2021,EPI_ISL_2666420,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-112147/2021,EPI_ISL_2666422,EPI_SET_230103mu,Alpha,2021-06-07
